-0.695926	2.238039	-0.179590	0.215095	0.505102	-1.184242	-0.484619	-1.468814	0.449061	-0.336876
-0.695926	-0.140770	0.995507	-1.259401	1.470931	1.140381	-1.096162	-2.106905	1.029554	0.981604
0.091634	0.183613	-0.884648	-1.873774	0.505102	0.559225	-1.096162	-0.830723	0.449061	0.651984
0.616675	-1.870813	-0.884648	-1.013652	-0.460726	0.559225	-0.484619	-0.192631	-1.292418	-0.666496
1.404236	0.291741	1.465545	-1.136526	0.988017	0.559225	1.350010	0.445460	0.449061	1.750718
-0.170886	-0.573281	-0.649629	0.583719	-0.460726	1.140381	1.350010	-0.192631	1.029554	-0.336876
0.879195	-0.357025	0.055429	0.706594	1.470931	-0.603086	-0.484619	1.083551	1.029554	-0.886243
0.616675	-1.113919	-1.119668	-0.276404	0.022188	0.559225	-0.484619	1.083551	0.449061	-0.996116
-0.695926	1.264890	-0.179590	-0.522153	0.505102	-1.765398	0.738467	-0.830723	-1.292418	-0.776369
0.879195	-0.032642	-2.294765	1.075218	0.988017	-0.603086	-1.096162	-0.830723	-0.131432	0.322364
0.091634	-0.032642	1.465545	-1.259401	1.470931	1.140381	0.738467	-0.192631	1.029554	-0.996116
0.616675	-0.681408	-0.414610	0.092220	-0.460726	1.140381	-1.096162	1.083551	-1.872912	-0.776369
0.091634	1.264890	0.055429	-0.522153	-0.460726	1.140381	-1.096162	-0.192631	-1.292418	0.981604
-0.695926	-1.005792	0.290448	2.058215	-0.460726	1.140381	0.738467	-0.192631	-0.131432	1.530971
0.354155	-0.032642	0.055429	-1.259401	-1.909468	1.140381	1.350010	-0.192631	0.449061	-0.886243
0.616675	0.724252	0.290448	0.706594	-1.426554	0.559225	-1.707705	1.083551	1.029554	-0.886243
-0.695926	1.481145	-1.354687	1.198092	-0.460726	-1.765398	0.126924	1.083551	1.610047	0.322364
0.879195	0.399868	0.995507	0.092220	-0.460726	-0.021930	-1.096162	-1.468814	-0.711925	-1.325736
-1.220967	-2.087069	0.525468	-0.399278	-0.943640	0.559225	-1.096162	1.083551	-1.292418	-0.996116
0.879195	0.291741	0.525468	0.215095	-0.460726	-1.765398	1.350010	1.083551	-0.131432	0.212491
-0.958447	-0.140770	0.525468	-0.153529	-1.909468	-0.603086	1.350010	1.083551	-0.711925	-0.117129
-1.220967	-1.438302	0.290448	0.215095	0.022188	-1.184242	-1.096162	1.083551	0.449061	-1.655356
-0.170886	-2.195196	-0.414610	-0.030654	1.470931	-0.603086	1.350010	0.445460	-0.711925	-0.886243
0.354155	0.507996	1.465545	-0.767902	0.505102	0.559225	0.126924	0.445460	0.449061	-0.007256
-1.483487	0.507996	0.055429	-0.030654	0.505102	-1.765398	-1.096162	1.083551	-1.292418	0.981604
-0.170886	-2.735835	0.290448	0.092220	-0.460726	-1.765398	0.126924	1.083551	1.029554	0.212491
0.354155	0.183613	0.760487	-0.522153	-0.460726	-1.184242	0.126924	-1.468814	-1.872912	1.091478
0.354155	-1.330175	0.525468	0.706594	0.988017	-0.603086	0.126924	-0.192631	-0.131432	-0.117129
2.716837	1.264890	1.230526	0.952343	0.505102	1.140381	-0.484619	-0.830723	-0.711925	-0.776369
1.666756	0.940507	-0.414610	0.337970	0.988017	-0.021930	1.350010	-0.830723	-1.292418	1.091478
0.091634	-0.032642	-1.354687	-0.098918	0.022188	0.559225	1.350010	1.083551	-1.292418	0.761858
1.141715	-0.573281	-0.179590	-0.399278	1.470931	1.140381	-1.707705	-0.830723	-0.711925	-1.105989
0.354155	1.264890	-0.884648	-0.153529	0.505102	0.559225	0.738467	0.445460	1.029554	0.432238
-0.695926	-1.546430	-1.354687	0.460844	0.505102	1.140381	0.126924	-1.468814	-1.292418	-0.227002
0.879195	0.399868	0.290448	-1.750900	0.505102	-0.603086	0.738467	1.083551	-0.131432	-0.886243
-1.483487	-0.465153	0.290448	-1.136526	0.505102	-0.603086	0.126924	-1.468814	1.610047	1.970465
1.404236	0.291741	1.230526	-0.890777	0.505102	0.559225	0.126924	-0.192631	-0.711925	0.102618
-0.695926	-0.032642	-0.179590	1.935340	-0.460726	0.559225	-0.484619	1.083551	-0.131432	-0.336876
-0.433406	0.183613	1.465545	-1.382276	-0.943640	-0.021930	1.350010	-0.830723	0.449061	-0.666496
0.879195	0.399868	1.465545	0.952343	-0.460726	1.140381	0.126924	1.083551	-0.711925	-0.446749
0.616675	1.048635	0.290448	-1.750900	-0.460726	-0.603086	-0.484619	-1.468814	0.449061	1.860591
0.091634	0.075485	-0.649629	0.215095	0.505102	-1.184242	0.126924	-2.106905	-0.131432	0.981604
0.354155	-1.654558	-0.649629	-0.276404	0.988017	0.559225	-0.484619	0.445460	0.449061	-0.007256
